,close,SMA,MACD,SIGNAL
209,1.5755,1.5746357142857152,-0.00686998201041189,-0.005789723681833362
210,1.5802,1.572942857142858,-0.005829210052545886,-0.005797620955975867
211,1.5766,1.5714285714285725,-0.005234540170428126,-0.005685004798866319
212,1.5801,1.5703285714285724,-0.004429775559989135,-0.005433958951090882
213,1.586,1.570942857142858,-0.003278124932893256,-0.005002792147451357
214,1.5775,1.571000000000001,-0.0030165396845087677,-0.00460554165486284
215,1.5542,1.5694500000000011,-0.004635906915153365,-0.0046116147069209445
216,1.5631,1.5697642857142868,-0.005141839566910056,-0.004717659678918767
217,1.5535,1.569500000000001,-0.006245441051142109,-0.005023215953363435
218,1.551,1.5691214285714294,-0.0072383431706841694,-0.005466241396827582
219,1.5468,1.5680500000000008,-0.008268812430488603,-0.006026755603559786
220,1.5384,1.566542857142858,-0.009652014130557607,-0.006751807308959351
221,1.5425,1.5640500000000006,-0.010298659176132263,-0.007461177682393933
222,1.5441,1.5621071428571436,-0.01056029094487454,-0.008081000334890055
223,1.542,1.5597142857142867,-0.010812449271440316,-0.008627290122200107
224,1.5366,1.5566000000000009,-0.011317559649559605,-0.009165344027672006
225,1.5498,1.5546857142857153,-0.010531334907065482,-0.009438542203550702
226,1.5424,1.551992857142858,-0.010385645038649027,-0.009627962770570367
227,1.5608,1.5501928571428583,-0.00868533935782545,-0.009439438088021383
